Country,Year,Variable,Unit,Value
Iran,2017,Economy-wide Primary Energy Intensity,Megajoules per $ GDP,8.500036088
Iran,2017,Fossil Fuel Consumption,Exajoules,10.5167193
Iran,2017,Carbon Intensity,tonne CO2-eq per Megajoule,76.60061676
Iran,2017,Primary Energy Consumption per Capita,Gigajoules per capita,127.2104369
Iran,2017,Energy Related Greenhouse Gas Emissions,Million tonnes of carbon dioxide equivalent,823.4510874
Iran,2022,Other non-Renewable,Share of Generation Mix,0
Iran,2022,Other Renewables,Share of Generation Mix,6.3998E-05
Iran,2022,Solar,Share of Generation Mix,0.002099122
Iran,2022,Coal ,Share of Generation Mix,0.002159712
Iran,2022,Wind,Share of Generation Mix,0.003580674
Iran,2022,Primary Renewable Energy Consumption,Share of Total Primary Energy Consumption,0.007302681
Iran,2022,Nuclear,Share of Generation Mix,0.018860893
Iran,2022,Hydro,Share of Generation Mix,0.02141025
Iran,2022,Oil,Share of Generation Mix,0.089537122
Iran,2022,Gas,Share of Generation Mix,0.862288229
Iran,2022,Economy-wide Primary Energy Intensity,Megajoules per $ GDP,9.112367369
Iran,2022,Fossil Fuel Consumption,Exajoules,12.00823394
Iran,2022,Carbon Intensity,tonne CO2-eq per Megajoule,74.43004866
Iran,2022,Primary Energy Consumption per Capita,Gigajoules per capita,137.2791175
Iran,2022,Energy Related Greenhouse Gas Emissions,Million tonnes of carbon dioxide equivalent,904.7823971
Iraq,1990,Primary Renewable Energy Consumption,Share of Total Primary Energy Consumption,0.057843527
Iraq,1990,Fossil Fuel Consumption,Exajoules,0.806302698
Iraq,1990,Economy-wide Primary Energy Intensity,Megajoules per $ GDP,5.926956376
Iraq,1990,Primary Energy Consumption per Capita,Gigajoules per capita,48.46455103
Iraq,1990,Energy Related Greenhouse Gas Emissions,Million tonnes of carbon dioxide equivalent,110.2741714
Iraq,1990,Carbon Intensity,tonne CO2-eq per Megajoule,128.8542438
Iraq,2008,Primary Renewable Energy Consumption,Share of Total Primary Energy Consumption,0.023818685
Iraq,2008,Fossil Fuel Consumption,Exajoules,1.215625519
Iraq,2008,Economy-wide Primary Energy Intensity,Megajoules per $ GDP,5.129797709
Iraq,2008,Primary Energy Consumption per Capita,Gigajoules per capita,42.61997295
Iraq,2008,Carbon Intensity,tonne CO2-eq per Megajoule,123.3485005
Iraq,2008,Energy Related Greenhouse Gas Emissions,Million tonnes of carbon dioxide equivalent,153.6042358
Iraq,2012,Primary Renewable Energy Consumption,Share of Total Primary Energy Consumption,0.028232703
Iraq,2012,Fossil Fuel Consumption,Exajoules,1.493884571
Iraq,2012,Economy-wide Primary Energy Intensity,Megajoules per $ GDP,4.698290591
Iraq,2012,Primary Energy Consumption per Capita,Gigajoules per capita,45.39528785
Iraq,2012,Carbon Intensity,tonne CO2-eq per Megajoule,135.0387958
Iraq,2012,Energy Related Greenhouse Gas Emissions,Million tonnes of carbon dioxide equivalent,207.5932933
Iraq,2017,Primary Renewable Energy Consumption,Share of Total Primary Energy Consumption,0.009941117
Iraq,2017,Fossil Fuel Consumption,Exajoules,2.131006586
Iraq,2017,Economy-wide Primary Energy Intensity,Megajoules per $ GDP,5.213965972
Iraq,2017,Primary Energy Consumption per Capita,Gigajoules per capita,54.3246027
Iraq,2017,Carbon Intensity,tonne CO2-eq per Megajoule,140.3497539
Iraq,2017,Energy Related Greenhouse Gas Emissions,Million tonnes of carbon dioxide equivalent,302.0893555
Iraq,2022,Primary Renewable Energy Consumption,Share of Total Primary Energy Consumption,0.015125418
Iraq,2022,Fossil Fuel Consumption,Exajoules,2.270535935
Iraq,2022,Economy-wide Primary Energy Intensity,Megajoules per $ GDP,5.54517152
Iraq,2022,Primary Energy Consumption per Capita,Gigajoules per capita,51.81139535
Iraq,2022,Carbon Intensity,tonne CO2-eq per Megajoule,136.3997584
Iraq,2022,Energy Related Greenhouse Gas Emissions,Million tonnes of carbon dioxide equivalent,314.4568444
Ireland,1990,Primary Renewable Energy Consumption,Share of Total Primary Energy Consumption,0.017483126
Ireland,1990,Fossil Fuel Consumption,Exajoules,0.416971103
Ireland,1990,Economy-wide Primary Energy Intensity,Megajoules per $ GDP,4.650153591
Ireland,1990,Energy Related Greenhouse Gas Emissions,Million tonnes of carbon dioxide equivalent,33.04275224
Ireland,1990,Carbon Intensity,tonne CO2-eq per Megajoule,77.85926035
Ireland,1990,Primary Energy Consumption per Capita,Gigajoules per capita,121.7633402
Ireland,2008,Primary Renewable Energy Consumption,Share of Total Primary Energy Consumption,0.054890663
Ireland,2008,Fossil Fuel Consumption,Exajoules,0.668158751
Ireland,2008,Economy-wide Primary Energy Intensity,Megajoules per $ GDP,2.864161831
Ireland,2008,Energy Related Greenhouse Gas Emissions,Million tonnes of carbon dioxide equivalent,50.2019892
Ireland,2008,Carbon Intensity,tonne CO2-eq per Megajoule,71.01062228
Ireland,2008,Primary Energy Consumption per Capita,Gigajoules per capita,158.783077
Ireland,2012,Primary Renewable Energy Consumption,Share of Total Primary Energy Consumption,0.093083559
Ireland,2012,Fossil Fuel Consumption,Exajoules,0.546768061
Ireland,2012,Economy-wide Primary Energy Intensity,Megajoules per $ GDP,2.506204002
Ireland,2012,Energy Related Greenhouse Gas Emissions,Million tonnes of carbon dioxide equivalent,39.85705837
Ireland,2012,Carbon Intensity,tonne CO2-eq per Megajoule,66.11033842
Ireland,2012,Primary Energy Consumption per Capita,Gigajoules per capita,132.0802535
Ireland,2017,Primary Renewable Energy Consumption,Share of Total Primary Energy Consumption,0.141943375
Ireland,2017,Fossil Fuel Consumption,Exajoules,0.563457775
Ireland,2017,Economy-wide Primary Energy Intensity,Megajoules per $ GDP,1.805642383
Ireland,2017,Energy Related Greenhouse Gas Emissions,Million tonnes of carbon dioxide equivalent,42.13749324
Ireland,2017,Carbon Intensity,tonne CO2-eq per Megajoule,64.16870418
Ireland,2017,Primary Energy Consumption per Capita,Gigajoules per capita,137.6126249
Ireland,2022,Economy-wide Primary Energy Intensity,Megajoules per $ GDP,0.001229904
Ireland,2022,Primary Renewable Energy Consumption,Share of Total Primary Energy Consumption,0.201316601
Ireland,2022,Fossil Fuel Consumption,Exajoules,0.545378214
Ireland,2022,Energy Related Greenhouse Gas Emissions,Million tonnes of carbon dioxide equivalent,38.84187268
Ireland,2022,Carbon Intensity,tonne CO2-eq per Megajoule,56.88228485
Ireland,2022,Primary Energy Consumption per Capita,Gigajoules per capita,135.9410474
Israel,1990,Primary Renewable Energy Consumption,Share of Total Primary Energy Consumption,6.86937E-05
Israel,1990,Fossil Fuel Consumption,Exajoules,0.464865109
Israel,1990,Economy-wide Primary Energy Intensity,Megajoules per $ GDP,4.609696639
Israel,1990,Energy Related Greenhouse Gas Emissions,Million tonnes of carbon dioxide equivalent,35.74407775
Israel,1990,Carbon Intensity,tonne CO2-eq per Megajoule,76.88600779
Israel,1990,Primary Energy Consumption per Capita,Gigajoules per capita,96.78793669
Israel,2008,Primary Renewable Energy Consumption,Share of Total Primary Energy Consumption,0.000704546
Israel,2008,Fossil Fuel Consumption,Exajoules,0.94521541
Israel,2008,Economy-wide Primary Energy Intensity,Megajoules per $ GDP,4.048612651
Israel,2008,Energy Related Greenhouse Gas Emissions,Million tonnes of carbon dioxide equivalent,70.84670271
Israel,2008,Carbon Intensity,tonne CO2-eq per Megajoule,74.90016266
Israel,2008,Primary Energy Consumption per Capita,Gigajoules per capita,133.7025777
Israel,2012,Primary Renewable Energy Consumption,Share of Total Primary Energy Consumption,0.005259034
Israel,2012,Fossil Fuel Consumption,Exajoules,1.013226993
Israel,2012,Economy-wide Primary Energy Intensity,Megajoules per $ GDP,3.771278145
Israel,2012,Carbon Intensity,tonne CO2-eq per Megajoule,75.31746271
Israel,2012,Energy Related Greenhouse Gas Emissions,Million tonnes of carbon dioxide equivalent,76.71714435
Israel,2012,Primary Energy Consumption per Capita,Gigajoules per capita,134.1635325
Israel,2017,Primary Renewable Energy Consumption,Share of Total Primary Energy Consumption,0.018379429
Israel,2017,Fossil Fuel Consumption,Exajoules,1.014137375
Israel,2017,Economy-wide Primary Energy Intensity,Megajoules per $ GDP,3.1546447
Israel,2017,Carbon Intensity,tonne CO2-eq per Megajoule,67.2138836
Israel,2017,Energy Related Greenhouse Gas Emissions,Million tonnes of carbon dioxide equivalent,69.44038611
Israel,2017,Primary Energy Consumption per Capita,Gigajoules per capita,124.3342978
Israel,2022,Primary Renewable Energy Consumption,Share of Total Primary Energy Consumption,0.064656064
Israel,2022,Fossil Fuel Consumption,Exajoules,1.023896665
Israel,2022,Economy-wide Primary Energy Intensity,Megajoules per $ GDP,2.725711902
Israel,2022,Carbon Intensity,tonne CO2-eq per Megajoule,62.09818697
Israel,2022,Energy Related Greenhouse Gas Emissions,Million tonnes of carbon dioxide equivalent,67.97726916
Israel,2022,Primary Energy Consumption per Capita,Gigajoules per capita,121.1149093
Italy,1990,Primary Renewable Energy Consumption,Share of Total Primary Energy Consumption,0.055439983
Italy,1990,Economy-wide Primary Energy Intensity,Megajoules per $ GDP,3.495928744
Italy,1990,Fossil Fuel Consumption,Exajoules,6.307383979
Italy,1990,Carbon Intensity,tonne CO2-eq per Megajoule,63.49561478
Italy,1990,Primary Energy Consumption per Capita,Gigajoules per capita,117.6531718
Italy,1990,Energy Related Greenhouse Gas Emissions,Million tonnes of carbon dioxide equivalent,423.9976456
Italy,2008,Primary Renewable Energy Consumption,Share of Total Primary Energy Consumption,0.081953201
Italy,2008,Economy-wide Primary Energy Intensity,Megajoules per $ GDP,3.15691626
Italy,2008,Fossil Fuel Consumption,Exajoules,6.979779683
Italy,2008,Carbon Intensity,tonne CO2-eq per Megajoule,61.09811742
Italy,2008,Primary Energy Consumption per Capita,Gigajoules per capita,128.3741217
Italy,2008,Energy Related Greenhouse Gas Emissions,Million tonnes of carbon dioxide equivalent,464.5203264
Italy,2012,Primary Renewable Energy Consumption,Share of Total Primary Energy Consumption,0.141657378
Italy,2012,Economy-wide Primary Energy Intensity,Megajoules per $ GDP,3.086178248
Italy,2012,Fossil Fuel Consumption,Exajoules,6.006646098
Italy,2012,Carbon Intensity,tonne CO2-eq per Megajoule,55.19904067
Italy,2012,Primary Energy Consumption per Capita,Gigajoules per capita,116.2641898
Italy,2012,Energy Related Greenhouse Gas Emissions,Million tonnes of carbon dioxide equivalent,386.280599
Italy,2017,Primary Renewable Energy Consumption,Share of Total Primary Energy Consumption,0.163708144
Italy,2017,Economy-wide Primary Energy Intensity,Megajoules per $ GDP,2.868945616
Italy,2017,Fossil Fuel Consumption,Exajoules,5.548992415
Italy,2017,Carbon Intensity,tonne CO2-eq per Megajoule,52.45928371
Italy,2017,Primary Energy Consumption per Capita,Gigajoules per capita,110.5798074
Italy,2017,Energy Related Greenhouse Gas Emissions,Million tonnes of carbon dioxide equivalent,348.0796388
Italy,2022,Nuclear,Share of Generation Mix,0
Italy,2022,Other non-Renewable,Share of Generation Mix,0.012458682
Italy,2022,Oil,Share of Generation Mix,0.033623303
Italy,2022,Coal ,Share of Generation Mix,0.06125867
Italy,2022,Wind,Share of Generation Mix,0.071927981
Italy,2022,Other Renewables,Share of Generation Mix,0.08296076
Italy,2022,Solar,Share of Generation Mix,0.095800458
Italy,2022,Hydro,Share of Generation Mix,0.098026875
Italy,2022,Primary Renewable Energy Consumption,Share of Total Primary Energy Consumption,0.165987624
Italy,2022,Gas,Share of Generation Mix,0.543943271
Italy,2022,Economy-wide Primary Energy Intensity,Megajoules per $ GDP,2.605572319
Italy,2022,Fossil Fuel Consumption,Exajoules,5.124527972
Italy,2022,Carbon Intensity,tonne CO2-eq per Megajoule,53.67543417
Italy,2022,Primary Energy Consumption per Capita,Gigajoules per capita,104.076722
Italy,2022,Energy Related Greenhouse Gas Emissions,Million tonnes of carbon dioxide equivalent,329.8047747
Japan,1990,Primary Renewable Energy Consumption,Share of Total Primary Energy Consumption,0.056056454
Japan,1990,Economy-wide Primary Energy Intensity,Megajoules per $ GDP,4.578498991
Japan,1990,Fossil Fuel Consumption,Exajoules,15.74644308
Japan,1990,Carbon Intensity,tonne CO2-eq per Megajoule,59.951784
Japan,1990,Primary Energy Consumption per Capita,Gigajoules per capita,151.8934295
Japan,1990,Energy Related Greenhouse Gas Emissions,Million tonnes of carbon dioxide equivalent,1126.322528
Japan,2008,Primary Renewable Energy Consumption,Share of Total Primary Energy Consumption,0.048326297
Japan,2008,Economy-wide Primary Energy Intensity,Megajoules per $ GDP,4.348929885
Japan,2008,Fossil Fuel Consumption,Exajoules,18.36326853
Japan,2008,Carbon Intensity,tonne CO2-eq per Megajoule,60.65590593
Japan,2008,Primary Energy Consumption per Capita,Gigajoules per capita,170.7062926
Japan,2008,Energy Related Greenhouse Gas Emissions,Million tonnes of carbon dioxide equivalent,1326.159976
Japan,2012,Primary Renewable Energy Consumption,Share of Total Primary Energy Consumption,0.05693248
Japan,2012,Economy-wide Primary Energy Intensity,Megajoules per $ GDP,3.993129921
Japan,2012,Fossil Fuel Consumption,Exajoules,18.68068891
Japan,2012,Carbon Intensity,tonne CO2-eq per Megajoule,66.28057622
Japan,2012,Primary Energy Consumption per Capita,Gigajoules per capita,156.3438451
Japan,2012,Energy Related Greenhouse Gas Emissions,Million tonnes of carbon dioxide equivalent,1324.891532
Japan,2017,Primary Renewable Energy Consumption,Share of Total Primary Energy Consumption,0.087391945
Japan,2017,Economy-wide Primary Energy Intensity,Megajoules per $ GDP,3.576017793
Japan,2017,Fossil Fuel Consumption,Exajoules,17.12011566
Japan,2017,Carbon Intensity,tonne CO2-eq per Megajoule,63.73891157
Japan,2017,Primary Energy Consumption per Capita,Gigajoules per capita,150.4189241
Japan,2017,Energy Related Greenhouse Gas Emissions,Million tonnes of carbon dioxide equivalent,1214.381327
Japan,2022,Wind,Share of Generation Mix,0.007907799
Japan,2022,Oil,Share of Generation Mix,0.039323433
Japan,2022,Other Renewables,Share of Generation Mix,0.040134065
Japan,2022,Nuclear,Share of Generation Mix,0.050092885
Japan,2022,Hydro,Share of Generation Mix,0.072451529
Japan,2022,Other non-Renewable,Share of Generation Mix,0.082667852
Japan,2022,Solar,Share of Generation Mix,0.09907311
Japan,2022,Primary Renewable Energy Consumption,Share of Total Primary Energy Consumption,0.125143621
Japan,2022,Coal ,Share of Generation Mix,0.299002747
Japan,2022,Gas,Share of Generation Mix,0.30934658
Japan,2022,Economy-wide Primary Energy Intensity,Megajoules per $ GDP,3.371823057
Japan,2022,Fossil Fuel Consumption,Exajoules,15.14315964
Japan,2022,Carbon Intensity,tonne CO2-eq per Megajoule,61.27416522
Japan,2022,Primary Energy Consumption per Capita,Gigajoules per capita,143.9456906
Japan,2022,Energy Related Greenhouse Gas Emissions,Million tonnes of carbon dioxide equivalent,1093.272768
Kazakhstan,1990,Primary Renewable Energy Consumption,Share of Total Primary Energy Consumption,0.025343889
Kazakhstan,1990,Fossil Fuel Consumption,Exajoules,3.015519256
Kazakhstan,1990,Economy-wide Primary Energy Intensity,Megajoules per $ GDP,14.6778551
Kazakhstan,1990,Carbon Intensity,tonne CO2-eq per Megajoule,83.81284056
Kazakhstan,1990,Primary Energy Consumption per Capita,Gigajoules per capita,183.4358021
Kazakhstan,1990,Energy Related Greenhouse Gas Emissions,Million tonnes of carbon dioxide equivalent,259.3111886
Kazakhstan,2008,Primary Renewable Energy Consumption,Share of Total Primary Energy Consumption,0.032849115
Kazakhstan,2008,Fossil Fuel Consumption,Exajoules,2.221862665
Kazakhstan,2008,Economy-wide Primary Energy Intensity,Megajoules per $ GDP,7.706495385
Kazakhstan,2008,Carbon Intensity,tonne CO2-eq per Megajoule,105.9427173
Kazakhstan,2008,Primary Energy Consumption per Capita,Gigajoules per capita,141.8408571
